"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/OpenWorldTemplate/LandscapeMaterial/M_ProcGrid.M_ProcGrid","49","46","4","2","55.852562","0","530"
"/Interchange/gltf/M_Unlit.M_Unlit","49","65","9","6","23.973824","0","509"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","62","4","1","34.483208","0","1555"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","88","1","1","53.986103","0","3058"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","49","20","1","1","11.256213","0","191"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","49","4","1","1","1.657458","0","13"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","49","35","1","1","5.359081","0","530"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","49","139","6","6","72.772545","0","1791"
"/Interchange/gltf/M_Transmission.M_Transmission","49","50","2","2","144.015244","0","584"
"/Interchange/gltf/M_Sheen.M_Sheen","49","139","6","6","72.233093","0","1648"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","49","139","8","6","72.399452","0","1156"
"/Interchange/gltf/M_Default.M_Default","49","139","7","6","64.747192","0","813"
